Item ID,Name,Collection,Description,Category,Network,Type,Total Supply,Max Supply,Rarity,Creation Fee,Created,Updated,Reviewed,Available,Price,Sold,Sales,Volume,Creator,Beneficiary,URI,URN
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-creepy_nurse_lower_body,Creepy Nurse Skirt,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,With real virtual blood splatters!,lower_body,ethereum,wearable_v1,31,100,legendary,0,2019-10-28T16:01:38.000Z,2020-12-16T03:14:03.000Z,2019-10-28T16:01:38.000Z,69,0,2020-12-16T03:14:03.000Z,4,2900000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/creepy_nurse_lower_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-creepy_nurse_upper_body,Creepy Nurse Shirt,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,With real virtual blood splatters!,upper_body,ethereum,wearable_v1,37,100,legendary,0,2019-10-28T16:01:38.000Z,2021-04-30T07:27:46.000Z,2019-10-28T16:01:38.000Z,63,0,2021-04-30T07:27:46.000Z,10,6772000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/creepy_nurse_upper_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-creepy_pumpkin_helmet,Creepy Pumpkin,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Just in case wearing a pumpkin as a helmet wasn't creepy enough for you,helmet,ethereum,wearable_v1,100,100,legendary,0,2019-10-28T16:01:38.000Z,2020-10-14T00:28:12.000Z,2019-10-28T16:01:38.000Z,0,0,2020-10-14T00:28:12.000Z,17,18100000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/creepy_pumpkin_helmet,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-cross_skull_mask,Cross Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Ornate Day of the Dead mask with cross,mask,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2021-03-20T23:12:39.000Z,2019-10-28T16:01:38.000Z,0,0,2021-03-20T23:12:39.000Z,6,49890000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/cross_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-diamond_skull_mask,Diamond Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Ornate Day of the Dead mask with diamond,mask,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,0,0,,0,0,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/diamond_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-floral_skull_mask,Floral Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Ornate Day of the Dead mask with floral pattern,mask,ethereum,wearable_v1,100,100,legendary,0,2019-10-28T16:01:38.000Z,2020-07-21T17:43:43.000Z,2019-10-28T16:01:38.000Z,0,0,2020-07-21T17:43:43.000Z,25,19877000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/floral_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-frankie_feet,Frankie Shoes,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Lurch around slowly in comfort,feet,ethereum,wearable_v1,49,100,legendary,0,2019-10-28T16:01:38.000Z,2020-07-20T12:34:57.000Z,2019-10-28T16:01:38.000Z,51,0,2020-07-20T12:34:57.000Z,6,2738000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/frankie_feet,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-frankie_hat,Frankie Hat,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,With that legendary high hair,hat,ethereum,wearable_v1,100,100,legendary,0,2019-10-28T16:01:38.000Z,2020-10-05T18:37:41.000Z,2019-10-28T16:01:38.000Z,0,0,2020-10-05T18:37:41.000Z,8,4732000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/frankie_hat,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-frankie_lower_body,Frankie Pants,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Engineered for maximum chills,lower_body,ethereum,wearable_v1,48,100,legendary,0,2019-10-28T16:01:38.000Z,2020-04-24T19:46:41.000Z,2019-10-28T16:01:38.000Z,52,0,2020-04-24T19:46:41.000Z,7,4038000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/frankie_lower_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-frankie_upper_body,Frankie Suit,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,"When we say suit, we mean suit. Look your zombie best!",upper_body,ethereum,wearable_v1,43,100,epic,0,2019-10-28T16:01:38.000Z,2020-05-30T00:33:41.000Z,2019-10-28T16:01:38.000Z,57,0,2020-05-30T00:33:41.000Z,8,4059000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/frankie_upper_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-funny_skull_mask,Funny Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,The funny bit is scaring people out of their wits,mask,ethereum,wearable_v1,130,1000,epic,0,2019-10-28T16:01:38.000Z,2021-07-03T21:40:23.000Z,2019-10-28T16:01:38.000Z,870,0,2021-07-03T21:40:23.000Z,15,4413000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/funny_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-happy_pumpkin_helmet,Happy Pumpkin,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Flesh and seeds removed free of charge!,helmet,ethereum,wearable_v1,255,5000,rare,0,2019-10-28T16:01:38.000Z,2020-08-16T05:19:54.000Z,2019-10-28T16:01:38.000Z,4745,0,2020-08-16T05:19:54.000Z,50,5604000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/happy_pumpkin_helmet,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-jester_earring,Jingle Bells Earrings,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Shiny lobe danglers to distract from that last terrible gag,earring,ethereum,wearable_v1,1,10,mythic,0,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,9,0,,0,0,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/jester_earring,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-jester_feet,Jester Shoes,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Run from dissatisfied royalty in style,feet,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,0,0,,0,0,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/jester_feet,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-jester_hair,Jester Hair,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Made from the hair of actual jesters!,hair,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2021-03-17T05:28:26.000Z,2019-10-28T16:01:38.000Z,0,0,2021-03-17T05:28:26.000Z,6,32499000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/jester_hair,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-jester_lower_body,Jester Leggings,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Fits neatly into jester_upper_body,lower_body,ethereum,wearable_v1,3,10,mythic,0,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,7,0,,0,0,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/jester_lower_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-jester_mask,Jester Mask,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Disguise your identity when the jokes fall flat,mask,ethereum,wearable_v1,3,10,mythic,0,2019-10-28T16:01:38.000Z,2020-04-10T22:22:14.000Z,2019-10-28T16:01:38.000Z,7,0,2020-04-10T22:22:14.000Z,1,4800000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/jester_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-jester_upper_body,Jester Suit,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Makes an excellent platform for jester heads,upper_body,ethereum,wearable_v1,3,10,mythic,0,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,2019-10-28T16:01:38.000Z,7,0,,0,0,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/jester_upper_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-lirio_skull_mask,Lirio Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Classic Day of the Dead lily design,mask,ethereum,wearable_v1,100,100,legendary,0,2019-10-28T16:01:38.000Z,2021-04-17T17:22:01.000Z,2019-10-28T16:01:38.000Z,0,0,2021-04-17T17:22:01.000Z,23,20678000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/lirio_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-machete_headband_top_head,Machete Headband,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,If the knife headband wasn't enough to freak out your friends...,top_head,ethereum,wearable_v1,100,100,legendary,0,2019-10-28T16:01:38.000Z,2020-10-03T20:04:30.000Z,2019-10-28T16:01:38.000Z,0,0,2020-10-03T20:04:30.000Z,12,7170000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/machete_headband_top_head,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-mariachi_hat,Mariachi Hat,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Guitar not included,hat,ethereum,wearable_v1,256,5000,rare,0,2019-10-28T16:01:38.000Z,2021-03-29T00:26:34.000Z,2019-10-28T16:01:38.000Z,4744,0,2021-03-29T00:26:34.000Z,41,4965000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/mariachi_hat,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-mexican_hat,Mexican Hat,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Óraleeee,hat,ethereum,wearable_v1,120,1000,epic,0,2019-10-28T16:01:38.000Z,2021-03-02T17:12:58.000Z,2019-10-28T16:01:38.000Z,880,0,2021-03-02T17:12:58.000Z,28,5872000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/mexican_hat,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-monkey_skull_mask,Monkey Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,No virtual monkeys were harmed in the making of this mask,mask,ethereum,wearable_v1,147,1000,epic,0,2019-10-28T16:01:38.000Z,2020-06-13T19:30:00.000Z,2019-10-28T16:01:38.000Z,853,0,2020-06-13T19:30:00.000Z,25,6142000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/monkey_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-muzzle_mask,Muzzle Mask,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,For that special serial killer in your life,mask,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2020-02-20T10:52:50.000Z,2019-10-28T16:01:38.000Z,0,0,2020-02-20T10:52:50.000Z,1,6500000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/muzzle_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-rose_skull_mask,Rose Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Ornate Day of the Dead mask with rose,mask,ethereum,wearable_v1,100,100,legendary,0,2019-10-28T16:01:38.000Z,2021-06-07T16:41:21.000Z,2019-10-28T16:01:38.000Z,0,0,2021-06-07T16:41:21.000Z,26,29185000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/rose_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-sad_clown_feet,Sad Clown Shoes,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,To go with your sad clown body,feet,ethereum,wearable_v1,169,1000,epic,0,2019-10-28T16:01:38.000Z,2020-07-22T20:13:11.000Z,2019-10-28T16:01:38.000Z,831,0,2020-07-22T20:13:11.000Z,19,5248000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/sad_clown_feet,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-sad_clown_lower_body,Sad Clown Pants,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,"Little known fact: blue, red and gold are the saddest colours",lower_body,ethereum,wearable_v1,169,1000,epic,0,2019-10-28T16:01:38.000Z,2020-10-13T17:44:31.000Z,2019-10-28T16:01:38.000Z,831,0,2020-10-13T17:44:31.000Z,18,4792000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/sad_clown_lower_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-sad_clown_mask,Sad Clown Mask,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,"Sad, but let’s be honest—still kinda freaky",mask,ethereum,wearable_v1,184,1000,epic,0,2019-10-28T16:01:38.000Z,2020-08-19T18:59:18.000Z,2019-10-28T16:01:38.000Z,816,0,2020-08-19T18:59:18.000Z,22,5633000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/sad_clown_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-sad_clown_upper_body,Sad Clown Suit,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,"Little known fact: blue, red and gold are the saddest colours",upper_body,ethereum,wearable_v1,168,1000,epic,0,2019-10-28T16:01:38.000Z,2021-04-02T21:12:13.000Z,2019-10-28T16:01:38.000Z,832,0,2021-04-02T21:12:13.000Z,18,4466000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/sad_clown_upper_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-skeleton_suit_feet,Skeleton Suit Feet,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Connected to the shin bones...,feet,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2020-04-15T19:19:56.000Z,2019-10-28T16:01:38.000Z,0,0,2020-04-15T19:19:56.000Z,1,7000000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/skeleton_suit_feet,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-skeleton_suit_hat,Skull Mexican Hat,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Now that's one hell of a stylish Day of the Dead hat!,hat,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2020-05-06T12:15:28.000Z,2019-10-28T16:01:38.000Z,0,0,2020-05-06T12:15:28.000Z,1,20000000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/skeleton_suit_hat,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-skeleton_suit_lower_body,Skeleton Suit Pants,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,"Anatomically correct in a light-wearing, form-fitting design",lower_body,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2020-05-06T18:15:00.000Z,2019-10-28T16:01:38.000Z,0,0,2020-05-06T18:15:00.000Z,1,12000000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/skeleton_suit_lower_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-skeleton_suit_upper_body,Skeleton Suit,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,"Anatomically correct in a light-wearing, form-fitting design",upper_body,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2020-05-06T12:03:40.000Z,2019-10-28T16:01:38.000Z,0,0,2020-05-06T12:03:40.000Z,1,14000000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/skeleton_suit_upper_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-spy_suit_eyewear,Spy Suit Eyewear,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,So stylish it's a shame you're undercover,eyewear,ethereum,wearable_v1,56,100,legendary,0,2019-10-28T16:01:38.000Z,2020-09-28T13:53:22.000Z,2019-10-28T16:01:38.000Z,44,0,2020-09-28T13:53:22.000Z,16,10192000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/spy_suit_eyewear,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-spy_suit_feet,Spy Suit Shoes,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,"Extra quiet, extra light and extra grip",feet,ethereum,wearable_v1,36,100,legendary,0,2019-10-28T16:01:38.000Z,2020-04-18T21:26:28.000Z,2019-10-28T16:01:38.000Z,64,0,2020-04-18T21:26:28.000Z,8,5225000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/spy_suit_feet,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-spy_suit_hair,Pony Tail Hair,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Tightly cropped for extra sleekness,hair,ethereum,wearable_v1,29,100,legendary,0,2019-10-28T16:01:38.000Z,2020-03-13T15:15:54.000Z,2019-10-28T16:01:38.000Z,71,0,2020-03-13T15:15:54.000Z,5,2934000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/spy_suit_hair,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-spy_suit_lower_body,Spy Suit Pants,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Form fitting and friction-free material,lower_body,ethereum,wearable_v1,48,100,legendary,0,2019-10-28T16:01:38.000Z,2021-01-21T01:55:13.000Z,2019-10-28T16:01:38.000Z,52,0,2021-01-21T01:55:13.000Z,19,13744000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/spy_suit_lower_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-spy_suit_upper_body,Spy Suit,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Form fitting and friction-free material,upper_body,ethereum,wearable_v1,60,100,legendary,0,2019-10-28T16:01:38.000Z,2021-01-21T01:55:05.000Z,2019-10-28T16:01:38.000Z,40,0,2021-01-21T01:55:05.000Z,29,21037000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/spy_suit_upper_body,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-star_skull_mask,Star Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Ornate Day of the Dead mask with star,mask,ethereum,wearable_v1,100,100,legendary,0,2019-10-28T16:01:38.000Z,2021-01-10T03:32:22.000Z,2019-10-28T16:01:38.000Z,0,0,2021-01-10T03:32:22.000Z,29,31271000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/star_skull_mask,
0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2-trippy_skull_mask,Trippy Skull,0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2,Just in case the other Day of the Dead masks weren’t trippy enough for you,mask,ethereum,wearable_v1,10,10,mythic,0,2019-10-28T16:01:38.000Z,2020-05-06T19:21:07.000Z,2019-10-28T16:01:38.000Z,0,0,2020-05-06T19:21:07.000Z,2,16000000000000000000000,0x93a7c46443901c2ea2fc1263a4d076f470695d3a,0x0000000000000000000000000000000000000000,dcl://halloween_2019/trippy_skull_mask,
